TrackName,type_of_device,configuration,microphone,recorder,sample_rate,Recordist_first_name,Recordist_last_name,recording_date,recording_time,recording_length,Audio_file,SubjectName,subject_importance,quality_rating,Species_short_name,Subject_species,sex,age_class,identified_by,certainty_of_species,latitude_degrees,latitude_minutes,latitude_seconds,latitude_orientation,longitude_degrees,longitude_minutes,longitude_seconds,longitude_orientation,elevation,Distance_from_marker,position,Marker,Area,Region,country,state_or_province,vegetation_type,Analysis,Analysis_date,Analysis_method,number_of_phrases,Textgrid_file,Keycode_file
tFTANN0612-24,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,6/1/2012,6:40:00,0:02:28,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/Jun/AmadMyJn12-24.WAV,UpperSpring CAVI12,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,28,18.97,N,120,37,46.85,W,741,50,N,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/Jun/AmadMyJn12-24.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0612-25,single microphone,MOC2012,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD650,44,Martin,Cody,6/1/2012,6:45:00,0:03:27,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2012/Jun/AmadMyJn12-25.WAV,UpperSpring CAVI12,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,28,18.97,N,120,37,46.85,W,741,50,N,Spring East of Wee House,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,2/23/2013,Praat annotation,39,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2012/Jun/AmadMyJn12-25.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CAVI_2012/CaViPhrases2012.pdf
tFTANN0613-1212,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,7:46:00,0:03:22,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1212.WAV,AGBk,Primary subject,,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,17.72,N,120,37,42.65,W,728,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,78,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1212.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1214,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,8:05:00,0:05:29,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1214.WAV,Meadow,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,96,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1214.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1215,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,8:10:00,0:02:56,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1215.WAV,Meadow,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,54,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1215.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1216,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,8:23:00,0:05:44,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1216.WAV,Meadow,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,65,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1216.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1217,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,8:39:00,0:04:50,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1217.WAV,Meadow,Primary subject,2,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,10,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1217.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1218,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,8:57:00,0:12:04,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1218.WAV,Meadow,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,255,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1218.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1219,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,9:21:00,0:20:15,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1219.WAV,Meadow,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,235,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1219.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1220,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,10:09:00,0:15:43,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1220.WAV,Meadow,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,5,38,29,23.02,N,120,37,39.88,W,753,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,169,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1220.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1222,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,14:54:00,0:12:03,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1222.WAV,AGBk,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.07,N,120,37,42.71,W,730,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,150,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1222.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1225,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,15:36:00,0:03:02,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1225.WAV,AGO,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,17,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1225.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1226,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,15:53:00,0:08:31,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1226.WAV,AGO,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,122,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1226.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1227,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,16:09:00,0:05:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1227.WAV,AGO,Primary subject,2,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,58,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1227.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1228,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,16:29:00,0:02:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1228.WAV,AGO,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,15,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1228.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1228,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,16:29:00,0:02:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1228.WAV,AGO,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,82,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1235.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1228,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/6/2013,16:29:00,0:02:08,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1228.WAV,AGO,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,84,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1236.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1238,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/7/2013,9:16:00,0:31:41,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1238.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,534,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1238.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1239,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/7/2013,9:50:00,0:29:40,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1239.WAV,AOBu,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,466,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1239.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1241,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/7/2013,15:56:00,0:14:13,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1241.WAV,AOBu,Primary subject,2,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,43,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1241.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1244,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/7/2013,16:40:00,0:43:33,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1244.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,144,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1244.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1247,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/8/2013,7:48:00,0:50:06,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1247.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,329,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1247.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1248,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/8/2013,9:29:00,0:01:38,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1248.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,888,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1248.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1249,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/8/2013,11:17:00,0:01:48,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1249.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,727,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1249.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1250,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/8/2013,11:35:00,0:07:37,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1250.WAV,AGBk,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.07,N,120,37,42.71,W,730,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,221,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1250.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1252,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/9/2013,8:23:00,0:01:23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1252.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,842,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1252.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1253,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/9/2013,9:37:00,0:01:14,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1253.WAV,AOBu,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,10.24,N,120,37,52.48,W,743,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,520,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1253.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1254,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/9/2013,16:34:00,0:40:57,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1254.WAV,AGBk,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.07,N,120,37,42.71,W,730,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,330,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1254.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1257,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/9/2013,17:20:00,0:03:33,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1257.WAV,AGBk,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.07,N,120,37,42.71,W,730,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,23,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1257.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1258,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/10/2013,8:50:00,0:01:58,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1258.WAV,AGBk,Primary subject,3,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,18.07,N,120,37,42.71,W,730,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,1528,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1258.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1259,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/10/2013,9:27:00,0:02:05,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1259.WAV,AGO,Primary subject,2,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,15,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1259.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1260,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/10/2013,10:41:00,0:45:32,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1260.WAV,AGO,Primary subject,1,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,21.24,N,120,37,42.33,W,734,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,94,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1260.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
tFTANN0613-1264,single microphone,RL2013,Sennheiser omnidirectional with Telinga parabolic reflector,Marantz PMD661,44,Richard,Hedley,6/11/2013,8:30:00,0:21:56,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Tracks/2013/Jun/1264.WAV,BuRA,Primary subject,4,CAVI,Cassin's Vireo,Male(s),Reproductive adult,sight and sound,,38,29,16.88,N,120,37,36.04,W,769,,,Ft Ann generally,FT. Ann,Amador,USA,California,Mixed Conifer-Oak Forest,CAVI Processed,,Praat annotation,586,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_TextGrids/2013/Jun/1264.TextGrid,http://taylor0.biology.ucla.edu/birdDBQuery/Files/Files_Keys/CaViPhrasesRH_2014.pdf
